DRAINAGE POINT,Date,MonthlyOil (bbl),MonthlyGAS (scf),MonthlyWATER (bbl),CONDENSATE (M3),PROD_DAYS
WELL008L-RES2,10/31/1983,8554.4,635670,69.19,,31
WELL008L-RES2,11/30/1983,10007.39,706300,194.99,,30
WELL008L-RES2,12/31/1983,8831.16,670985,320.79,,31
WELL008L-RES2,1/31/1984,6390.64,494410,1591.37,,31
WELL008L-RES2,2/29/1984,5547.78,388465,1830.39,,29
WELL008L-RES2,3/31/1984,5252.15,388465,2836.79,,31
WELL008L-RES2,4/30/1984,5849.7,459095,2239.24,,30
WELL008L-RES2,5/31/1984,3981.57,317835,2446.81,,31
WELL008L-RES2,6/30/1984,3082.1,211890,1842.97,,30
WELL008L-RES2,7/31/1984,3327.41,282520,1899.58,,31
WELL008L-RES2,8/31/1984,2943.71991,211890,1163.61,,31
WELL008L-RES2,9/30/1984,0,0,0,,30
WELL008L-RES2,10/31/1984,5635.84,70630,364.81991,,31
WELL008L-RES2,11/30/1984,0,317835,2276.98,,30
WELL008L-RES2,12/31/1984,4528.8,423780,1673.14,,31
WELL008L-RES2,1/31/1985,3371.44,176575,534.65,,31
WELL008L-RES2,2/28/1985,1597.66,105945,226.44,,28
WELL008L-RES2,3/31/1985,1899.58,211890,364.81991,,31
WELL008L-RES2,4/30/1985,2666.96,176575,427.71991,,30
WELL008L-RES2,5/31/1985,0,0,0,,31
WELL008L-RES2,6/30/1985,0,0,0,,30
WELL008L-RES2,7/31/1985,717.06,35315,106.93,,31
WELL008L-RES2,8/31/1985,2333.59,176575,220.15,,31
WELL008L-RES2,9/30/1985,5076.03,670985,937.21,,30
WELL008L-RES2,10/31/1985,8195.87,1377285,3579.01,,31
WELL008L-RES2,11/30/1985,6579.34,2966460,2427.94,,30
WELL008L-RES2,12/31/1985,2843.08,741615,1044.14,,31
WELL008L-RES2,1/31/1986,421.43,105945,163.54,,31
WELL008L-RES2,2/28/1986,56.61,0,44.03,,28
WELL008L-RES2,3/31/1986,0,0,0,,31
WELL008L-RES2,4/30/1986,6063.56,388465,69.19,,30
WELL008L-RES2,5/31/1986,8466.34,706300,1327.19,,31
WELL008L-RES2,6/30/1986,8680.1991,1200710,5245.86,,30
WELL008L-RES2,7/31/1986,8170.71,1200710,4459.61,,31
WELL008L-RES2,8/31/1986,7390.75,529725,5157.8,,31
WELL008L-RES2,9/30/1986,9057.6,812245,0,,30
WELL008L-RES2,10/31/1986,792.54,70630,1798.94,,31
WELL008L-RES2,11/30/1986,0,0,0,,30
WELL008L-RES2,12/31/1986,2471.97,282520,396.27,,31
WELL008L-RES2,1/31/1987,2283.27,600355,132.09,,31
WELL008L-RES2,2/28/1987,6101.3,1236025,610.13,,28
WELL008L-RES2,3/31/1987,2427.94,353150,283.05,,31
WELL008L-RES2,4/30/1987,44.03,282520,12.58,,30
WELL008L-RES2,5/31/1987,1754.91,247205,213.86,,31
WELL008L-RES2,6/30/1987,5403.11,211890,270.47,,30
WELL008L-RES2,7/31/1987,8912.93,353150,452.88,,31
WELL008L-RES2,8/31/1987,6239.68,812245,358.53,,31
WELL008L-RES2,9/30/1987,4906.1991,635670,729.64,,30
WELL008L-RES2,10/31/1987,3346.28,529725,308.21,,31
WELL008L-RES2,11/30/1987,5698.74,600355,937.21,,30
WELL008L-RES2,12/31/1987,5830.83,388465,786.25,,31
WELL008L-RES2,1/31/1988,786.25,247205,50.31991,,31
WELL008L-RES2,2/29/1988,2283.27,847560,327.08,,29
WELL008L-RES2,3/31/1988,4465.9,388465,245.31,,31
WELL008L-RES2,4/30/1988,5591.81,459095,188.7,,30
WELL008L-RES2,5/31/1988,3862.06,423780,132.09,,31
WELL008L-RES2,6/30/1988,8806,1907010,496.91,,30
WELL008L-RES2,7/31/1988,10498.01,3390240,1094.46,,31
WELL008L-RES2,8/31/1988,6258.55,2366105,905.76,,31
WELL008L-RES2,9/30/1988,5478.59,847560,1396.38,,30
WELL008L-RES2,10/31/1988,4107.37,0,1616.53,,31
WELL008L-RES2,11/30/1988,6560.47,494410,1471.86,,30
WELL008L-RES2,12/31/1988,5554.07,670985,830.28,,31
WELL008L-RES2,1/31/1989,7365.59,5332565,1195.1,,31
WELL008L-RES2,2/28/1989,5717.61,670985,2560.03,,28
WELL008L-RES2,3/31/1989,6415.8,1730435,2528.58,,31
WELL008L-RES2,4/30/1989,4623.15,1377285,3597.88,,30
WELL008S-RES5,3/31/1978,364.82,35315,37.74,,31
WELL008S-RES5,4/30/1978,1402.67,141260,81.77,,30
WELL008S-RES5,5/31/1978,20096.55,2048270,968.66,,31
WELL008S-RES5,6/30/1978,20624.91,3955280,1270.58,,30
WELL008S-RES5,7/31/1978,20624.91,0,478.04,,31
WELL008S-RES5,8/31/1978,16586.73,1765750,3176.45,,31
WELL008S-RES5,9/30/1978,16504.96,1483230,2616.64,,30
WELL008S-RES5,10/31/1978,12580,1412600,3044.36,,31
WELL008S-RES5,11/30/1978,16624.47,1200710,3566.43,,30
WELL008S-RES5,12/31/1978,10095.45,1130080,1893.29,,31
WELL008S-RES5,1/31/1979,16876.07,1377285,4075.92,,31
WELL008S-RES5,2/28/1979,11516.99,988820,5912.6,,28
WELL008S-RES5,3/31/1979,12064.22,988820,5006.84,,31
WELL008S-RES5,4/30/1979,10957.18,988820,5849.7,,30
WELL008S-RES5,5/31/1979,10875.41,953505,5723.9,,31
WELL008S-RES5,6/30/1979,9806.11,918190,5094.9,,30
WELL008S-RES5,7/31/1979,10850.25,1094765,5585.52,,31
WELL008S-RES5,8/31/1979,9787.24,988820,7264.95,,31
WELL008S-RES5,9/30/1979,9680.31,847560,7019.64,,30
WELL008S-RES5,10/31/1979,10969.76,882875,7390.75,,31
WELL008S-RES5,11/30/1979,11756.01,918190,6396.93,,30
WELL008S-RES5,12/31/1979,11322,918190,6164.2,,31
WELL008S-RES5,1/31/1980,10120.61,882875,8063.78,,31
WELL008S-RES5,2/29/1980,7900.24,741615,6359.19,,29
WELL008S-RES5,3/31/1980,9120.5,776930,7434.78,,31
WELL008S-RES5,4/30/1980,9611.11991,812245,6893.84,,30
WELL008S-RES5,5/31/1980,11875.52,918190,5931.47,,31
WELL008S-RES5,6/30/1980,13951.22,1165395,5811.96,,30
WELL008S-RES5,7/31/1980,9667.73,882875,6862.39,,31
WELL008S-RES5,8/31/1980,10057.71,812245,8699.07,,31
WELL008S-RES5,9/30/1980,10648.97,847560,7705.25,,30
WELL008S-RES5,10/31/1980,13058.04,918190,9516.77,,31
WELL008S-RES5,11/30/1980,10372.21,882875,8491.5,,30
WELL008S-RES5,12/31/1980,10108.03,494410,9447.58,,31
WELL008S-RES5,1/31/1981,10202.38,1765750,8478.91991,,31
WELL008S-RES5,2/28/1981,9831.27,5438510,7466.23,,28
WELL008S-RES5,3/31/1981,9359.52,1907010,7019.64,,31
WELL008S-RES5,4/30/1981,515.78,70630,509.49,,30
WELL008S-RES5,5/31/1981,0,0,0,,31
WELL008S-RES5,6/30/1981,0,0,0,,30
WELL008S-RES5,7/31/1981,0,0,0,,31
WELL008S-RES5,8/31/1981,0,0,0,,31
WELL008S-RES5,9/30/1981,0,0,0,,30
WELL008S-RES5,10/31/1981,0,0,0,,31
WELL008S-RES5,11/30/1981,0,0,0,,30
WELL008S-RES5,12/31/1981,0,0,0,,31
WELL008S-RES5,1/31/1982,0,0,0,,31
WELL008S-RES5,2/28/1982,0,0,0,,28
WELL008S-RES5,3/31/1982,0,0,0,,31
WELL008S-RES5,4/30/1982,0,0,0,,30
WELL008S-RES5,5/31/1982,0,0,0,,31
WELL008S-RES5,6/30/1982,0,0,0,,30
WELL008S-RES5,7/31/1982,0,0,0,,31
WELL008S-RES5,8/31/1982,0,0,0,,31
WELL008S-RES5,9/30/1982,12039.06,1942325,2220.37,,30
WELL008S-RES5,10/31/1982,25310.96,3531500,5491.17,,31
WELL008S-RES5,11/30/1982,22537.07,2118900,7906.53,,30
WELL008S-RES5,12/31/1982,17259.76,1341970,10303.02,,31
WELL008S-RES5,1/31/1983,14353.78,812245,8076.36,,31
WELL008S-RES5,2/28/1983,9793.53,812245,9208.56,,28
WELL008S-RES5,3/31/1983,10101.74,882875,10372.21,,31
WELL008S-RES5,4/30/1983,6440.96,565040,9353.23,,30
WELL008S-RES5,5/31/1983,6925.29,565040,8032.33,,31
WELL008S-RES5,6/30/1983,6988.19,565040,7271.24,,30
WELL008S-RES5,7/31/1983,9755.79,741615,12252.92,,31
WELL008S-RES5,8/31/1983,8239.9,529725,12127.12,,31
WELL008S-RES5,9/30/1983,7742.99,423780,9007.28,,30
WELL008S-RES5,10/31/1983,7478.81,635670,7629.77,,31
WELL008S-RES5,11/30/1983,9472.74,812245,9504.19,,30
WELL008S-RES5,12/31/1983,8944.38,741615,7340.43,,31
WELL008S-RES5,1/31/1984,5566.65,494410,4792.98,,31
WELL008S-RES5,2/29/1984,8749.39,706300,8799.71,,29
WELL008S-RES5,3/31/1984,9170.81991,812245,8875.19,,31
WELL008S-RES5,4/30/1984,7491.39,635670,8000.88,,30
WELL008S-RES5,5/31/1984,7183.18,635670,10447.69,,31
WELL008S-RES5,6/30/1984,6176.78,565040,8397.15,,30
WELL008S-RES5,7/31/1984,7019.64,600355,9856.43,,31
WELL008S-RES5,8/31/1984,4975.39,459095,7214.63,,31
WELL008S-RES5,9/30/1984,6812.07,776930,3440.63,,30
WELL008S-RES5,10/31/1984,9403.55,918190,7856.21,,31
WELL008S-RES5,11/30/1984,8076.36,635670,7831.05,,30
WELL008S-RES5,12/31/1984,9705.47,988820,7686.38,,31
WELL008S-RES5,1/31/1985,14221.69,776930,6529.01991,,31
WELL008S-RES5,2/28/1985,6340.31991,565040,7453.65,,28
WELL008S-RES5,3/31/1985,6849.81,882875,4132.53,,31
WELL008S-RES5,4/30/1985,8560.69,670985,6900.13,,30
WELL008S-RES5,5/31/1985,9000.99,670985,6604.5,,31
WELL008S-RES5,6/30/1985,9913.04,529725,4220.59,,30
WELL008S-RES5,7/31/1985,8636.17,670985,4503.64,,31
WELL008S-RES5,8/31/1985,0,0,0,,31
WELL008S-RES5,9/30/1985,8095.23,1165395,3799.16,,30
WELL008S-RES5,10/31/1985,6698.85,1236025,6906.41991,,31
WELL008S-RES5,11/30/1985,6642.24,3037090,4887.33,,30
WELL008S-RES5,12/31/1985,4107.37,1094765,1993.93,,31
WELL008S-RES5,1/31/1986,7881.37,1871695,4327.51991,,31
WELL008S-RES5,2/28/1986,3641.91,635670,10133.19,,28
WELL008S-RES5,3/31/1986,13951.22,1447915,26084.63,,31
WELL008S-RES5,4/30/1986,9812.4,635670,21480.35,,30
WELL008S-RES5,5/31/1986,21335.68,918190,30808.42,,31
WELL008S-RES5,6/30/1986,9000.99,1236025,14259.43,,30
WELL008S-RES5,7/31/1986,8428.6,1377285,12554.84,,31
WELL008S-RES5,8/31/1986,6868.68,706300,12938.53,,31
WELL008S-RES5,9/30/1986,2654.38,211890,4252.04,,30
WELL008S-RES5,10/31/1986,10479.14,918190,12812.73,,31
WELL008S-RES5,11/30/1986,7107.7,812245,10642.68,,30
WELL008S-RES5,12/31/1986,7107.7,812245,10636.39,,31
WELL008S-RES5,1/31/1987,2591.48,1024135,8252.48,,31
WELL008S-RES5,2/28/1987,7176.89,776930,10963.47,,28
WELL008S-RES5,3/31/1987,2534.87,317835,3327.41,,31
WELL008S-RES5,4/30/1987,62.9,35315,75.48,,30
WELL008S-RES5,5/31/1987,2931.14,706300,3899.8,,31
WELL008S-RES5,6/30/1987,8717.94,317835,8705.36,,30
WELL008S-RES5,7/31/1987,12252.92,529725,9252.59,,31
WELL008S-RES5,8/31/1987,6937.87,953505,10045.13,,31
WELL008S-RES5,9/30/1987,6038.4,812245,11334.58,,30
WELL008S-RES5,10/31/1987,6742.88,1024135,8346.83,,31
WELL008S-RES5,11/30/1987,5698.74,635670,6730.3,,30
WELL008S-RES5,12/31/1987,11730.85,776930,9164.53,,31
WELL008S-RES5,1/31/1988,2868.24,1659805,1610.24,,31
WELL008S-RES5,2/29/1988,6069.85,2542680,7371.88,,29
WELL008S-RES5,3/31/1988,10963.47,918190,7654.93,,31
WELL008S-RES5,4/30/1988,12649.19,988820,8271.35,,30
WELL008S-RES5,5/31/1988,11711.98,1377285,8447.47,,31
WELL008S-RES5,6/30/1988,10309.31,741615,8057.49,,30
WELL008S-RES5,7/31/1988,8887.77,2083585,9290.33,,31
WELL008S-RES5,8/31/1988,8403.44,2719255,8655.04,,31
WELL008S-RES5,9/30/1988,8535.53,1165395,9032.44,,30
WELL008S-RES5,10/31/1988,9975.94,211890,13001.43,,31
WELL008S-RES5,11/30/1988,11164.75,565040,13919.77,,30
WELL008S-RES5,12/31/1988,8818.58,706300,8378.28,,31
WELL008S-RES5,1/31/1989,6019.53,918190,6308.87,,31
WELL008S-RES5,2/28/1989,5931.47,565040,7170.6,,28
WELL008S-RES5,3/31/1989,6598.21,1695120,7975.72,,31
WELL008S-RES5,4/30/1989,5220.7,1200710,8887.77,,30
WELL009L-RES2,3/31/1985,5881.15,423780,132.09,,31
WELL009L-RES2,4/30/1985,0,0,1188.81,,30
WELL009L-RES2,5/31/1985,19605.93,1271340,1138.49,,31
WELL009L-RES2,6/30/1985,13523.5,670985,4440.74,,30
WELL009L-RES2,7/31/1985,7654.93,741615,4302.36,,31
WELL009L-RES2,8/31/1985,7937.98,670985,7208.34,,31
WELL009L-RES2,9/30/1985,6447.25,812245,9686.6,,30
WELL009L-RES2,10/31/1985,2836.79,494410,7428.49,,31
WELL009L-RES2,11/30/1985,7705.25,3248980,11384.9,,30
WELL009L-RES2,12/31/1985,9887.88,2436735,23983.77,,31
WELL009L-RES2,1/31/1986,4604.28,1094765,34720.8,,31
WELL009L-RES2,2/28/1986,2861.95,494410,35538.5,,28
WELL009L-RES2,3/31/1986,6717.72,670985,75555.48,,31
WELL009L-RES2,4/30/1986,3912.38,282520,53647.41,,30
WELL009L-RES2,5/31/1986,0,0,0,,31
WELL009L-RES2,6/30/1986,0,0,0,,30
WELL009L-RES2,7/31/1986,5698.74,847560,23449.12,,31
WELL009L-RES2,8/31/1986,7252.37,670985,42847.48,,31
WELL009L-RES2,9/30/1986,5692.45,529725,62239.55,,30
WELL009L-RES2,10/31/1986,440.3,35315,4956.51991,,31
WELL009L-RES2,11/30/1986,0,0,0,,30
WELL009L-RES2,12/31/1986,0,0,0,,31
WELL009L-RES2,1/31/1987,0,0,0,,31
WELL009L-RES2,2/28/1987,0,0,0,,28
WELL009L-RES2,3/31/1987,0,0,0,,31
WELL009L-RES2,4/30/1987,2685.83,459095,1692.01,,30
WELL009L-RES2,5/31/1987,10384.79,953505,10120.61,,31
WELL009L-RES2,6/30/1987,3660.78,141260,18586.95,,30
WELL009L-RES2,7/31/1987,220.15,0,6290,,31
WELL009L-RES2,8/31/1987,4434.45,635670,45162.2,,31
WELL009L-RES2,9/30/1987,4673.47,600355,49250.7,,30
WELL009L-RES2,10/31/1987,3371.44,529725,61365.24,,31
WELL009L-RES2,11/30/1987,0,0,0,,30
WELL009L-RES2,12/31/1987,0,0,0,,31
WELL009L-RES2,1/31/1988,220.15,70630,6321.45,,31
WELL009L-RES2,2/29/1988,4818.14,1659805,37073.26,,29
WELL009L-RES2,3/31/1988,6661.11,565040,33362.16,,31
WELL009L-RES2,4/30/1988,9101.63,741615,27826.96,,30
WELL009L-RES2,5/31/1988,4874.75,2224845,30072.49,,31
WELL009L-RES2,6/30/1988,3931.25,1801065,20907.96,,30
WELL009L-RES2,7/31/1988,2534.87,494410,15995.47,,31
WELL009L-RES2,8/31/1988,8221.03,882875,28147.75,,31
WELL009L-RES2,9/30/1988,2314.71991,317835,14032.99,,30
WELL009L-RES2,10/31/1988,1616.53,847560,21983.55,,31
WELL009L-RES2,11/30/1988,5780.51,1765750,39098.64,,30
WELL009L-RES2,12/31/1988,3987.86,1624490,37771.45,,31
WELL009L-RES2,1/31/1989,4075.91991,1271340,43212.3,,31
WELL009L-RES2,2/28/1989,4415.58,1200710,29669.93,,28
WELL009L-RES2,3/31/1989,4572.83,2931145,36148.63,,31
WELL009L-RES2,4/30/1989,6610.79,2401420,34588.71,,30
WELL009S-RES4,3/31/1985,2094.57,176575,352.24,,31
WELL009S-RES4,4/30/1985,2176.34,141260,352.24,,30
WELL009S-RES4,5/31/1985,503.2,35315,6.29,,31
WELL009S-RES4,6/30/1985,2648.09,247205,1396.38,,30
WELL009S-RES4,7/31/1985,861.73,70630,616.42,,31
WELL009S-RES4,8/31/1985,2924.85,388465,3956.41,,31
WELL009S-RES4,9/30/1985,5308.76,882875,8384.57,,30
WELL009S-RES4,10/31/1985,2138.6,776930,6032.11,,31
WELL009S-RES4,11/30/1985,981.24,247205,6264.84,,30
WELL009S-RES4,12/31/1985,635.29,141260,7101.41,,31
WELL009S-RES4,1/31/1986,213.86,35315,5472.3,,31
WELL009S-RES4,2/28/1986,465.46,70630,13334.8,,28
WELL009S-RES4,3/31/1986,0,0,0,,31
WELL009S-RES4,4/30/1986,0,0,0,,30
WELL009S-RES4,5/31/1986,0,0,0,,31
WELL009S-RES4,6/30/1986,100.64,0,2446.81,,30
WELL009S-RES4,7/31/1986,0,0,0,,31
WELL009S-RES4,8/31/1986,0,0,0,,31
WELL009S-RES4,9/30/1986,0,0,0,,30
WELL009S-RES4,10/31/1986,0,0,0,,31
WELL009S-RES4,11/30/1986,0,0,0,,30
WELL009S-RES4,12/31/1986,0,0,0,,31
WELL009S-RES4,1/31/1987,0,0,0,,31
WELL009S-RES4,2/28/1987,0,0,0,,28
WELL009S-RES4,3/31/1987,0,0,0,,31
WELL009S-RES4,4/30/1987,452.88,35315,9869.01,,30
WELL009S-RES4,5/31/1987,1987.64,70630,6510.15,,31
WELL009S-RES4,6/30/1987,591.26,35315,880.6,,30
WELL009S-RES4,7/31/1987,0,0,0,,31
WELL009S-RES4,8/31/1987,1528.47,176575,6384.35,,31
WELL009S-RES4,9/30/1987,0,0,0,,30
WELL009S-RES4,10/31/1987,0,0,0,,31
WELL009S-RES4,11/30/1987,0,0,0,,30
WELL009S-RES4,12/31/1987,239.01991,70630,956.08,,31
WELL009S-RES4,1/31/1988,1836.68,635670,4182.85,,31
WELL009S-RES4,2/29/1988,5132.64,459095,12649.19,,29
WELL009S-RES4,3/31/1988,3365.15,247205,14957.62,,31
WELL009S-RES4,4/30/1988,1528.47,176575,5635.84,,30
WELL009S-RES4,5/31/1988,2434.23,1589175,7937.98,,31
WELL009S-RES4,6/30/1988,2868.24,741615,6321.45,,30
WELL009S-RES4,7/31/1988,3830.61,211890,6384.35,,31
WELL009S-RES4,8/31/1988,0,0,0,,31
WELL009S-RES4,9/30/1988,1717.17,247205,12127.12,,30
WELL009S-RES4,10/31/1988,1327.19,812245,12925.95,,31
WELL009S-RES4,11/30/1988,1478.15,1801065,13309.64,,30
WELL009S-RES4,12/31/1988,295.63,1236025,5799.38,,31
WELL009S-RES4,1/31/1989,408.85,2577995,9711.76,,31
WELL009S-RES4,2/28/1989,1132.2,1094765,7774.44,,28
WELL009S-RES4,3/31/1989,1012.69,2648625,6963.03,,31
WELL009S-RES4,4/30/1989,918.34,211890,6340.31991,,30
WELL010T-RES6,5/31/1986,7019.64,2330790,283.05,,31
WELL010T-RES6,6/30/1986,8579.56,1377285,327.08,,30
WELL010T-RES6,7/31/1986,9416.13,1412600,132.09,,31
WELL010T-RES6,8/31/1986,8453.76,812245,257.89,,31
WELL010T-RES6,9/30/1986,1056.72,105945,106.93,,30
WELL010T-RES6,10/31/1986,7812.18,670985,622.71,,31
WELL010T-RES6,11/30/1986,5384.24,1059450,522.07,,30
WELL010T-RES6,12/31/1986,4862.17,565040,943.5,,31
WELL010T-RES6,1/31/1987,3887.22,565040,666.74,,31
WELL010T-RES6,2/28/1987,5862.28,635670,1100.75,,28
WELL010T-RES6,3/31/1987,6730.3,882875,1037.85,,31
WELL010T-RES6,4/30/1987,3409.18,105945,509.49,,30
WELL010T-RES6,5/31/1987,3824.32,353150,899.47,,31
WELL010T-RES6,6/30/1987,6252.26,282520,1490.73,,30
WELL010T-RES6,7/31/1987,10007.39,388465,2339.88,,31
WELL010T-RES6,8/31/1987,6409.51,882875,2339.88,,31
WELL010T-RES6,9/30/1987,4736.37,635670,2685.83,,30
WELL010T-RES6,10/31/1987,6258.55,988820,2692.12,,31
WELL010T-RES6,11/30/1987,3767.71,423780,1314.61,,30
WELL010T-RES6,12/31/1987,2956.3,176575,855.44,,31
WELL010T-RES6,1/31/1988,3138.71,988820,880.6,,31
WELL010T-RES6,2/29/1988,4057.05,1447915,2371.33,,29
WELL010T-RES6,3/31/1988,6604.5,565040,2226.66,,31
WELL010T-RES6,4/30/1988,6541.6,529725,4906.2,,30
WELL010T-RES6,5/31/1988,7264.95,1977640,3899.8,,31
WELL010T-RES6,6/30/1988,7315.27,2224845,2880.82,,30
WELL010T-RES6,7/31/1988,761.09,388465,440.3,,31
WELL010T-RES6,8/31/1988,3402.89,1836380,2534.87,,31
WELL010T-RES6,9/30/1988,1547.34,317835,10277.86,,30
WELL010T-RES6,10/31/1988,4987.97,1341970,5076.03,,31
WELL010T-RES6,11/30/1988,4704.91991,3460870,6560.47,,30
WELL010T-RES6,12/31/1988,3950.12,3248980,5604.39,,31
WELL010T-RES6,1/31/1989,5396.82,3178350,3786.58,,31
WELL010T-RES6,2/28/1989,2761.31,812245,3207.9,,28
WELL010T-RES6,3/31/1989,3258.22,529725,5176.67,,31
WELL010T-RES6,4/30/1989,2994.04,2507365,4340.1,,30
WELL011L-RES2,4/30/1986,16228.2,1801065,1987.64,,30
WELL011L-RES2,5/31/1986,22335.79,3178350,5591.81,,31
WELL011L-RES2,6/30/1986,13705.91,1907010,14989.07,,30
WELL011L-RES2,7/31/1986,13869.45,2048270,18505.18,,31
WELL011L-RES2,8/31/1986,16498.67,2613310,42463.79,,31
WELL011L-RES2,9/30/1986,12806.44,1165395,38438.19,,30
WELL011L-RES2,10/31/1986,1163.65,70630,3428.05,,31
WELL011L-RES2,11/30/1986,13397.7,1836380,20568.3,,30
WELL011L-RES2,12/31/1986,13397.7,1836380,20568.3,,31
WELL011L-RES2,1/31/1987,6359.19,1447915,27078.45,,31
WELL011L-RES2,2/28/1987,1629.11,176575,5340.21,,28
WELL011L-RES2,3/31/1987,13844.29,1765750,26178.98,,31
WELL011L-RES2,4/30/1987,4623.15,176575,12831.6,,30
WELL011L-RES2,5/31/1987,6944.16,635670,11699.4,,31
WELL011L-RES2,6/30/1987,10233.83,388465,23354.77,,30
WELL011L-RES2,7/31/1987,11693.11,423780,28248.39,,31
WELL011L-RES2,8/31/1987,7025.93,953505,28349.03,,31
WELL011L-RES2,9/30/1987,6352.9,847560,24468.1,,30
WELL011L-RES2,10/31/1987,5497.46,847560,21474.06,,31
WELL011L-RES2,11/30/1987,0,0,0,,30
WELL011L-RES2,12/31/1987,0,0,0,,31
WELL011L-RES2,1/31/1988,2339.88,706300,3566.43,,31
WELL011L-RES2,2/29/1988,11447.8,3990595,13913.48,,29
WELL011L-RES2,3/31/1988,15196.64,1271340,14762.63,,31
WELL011L-RES2,4/30/1988,4704.91991,388465,21650.18,,30
WELL011L-RES2,5/31/1988,7233.5,847560,13561.24,,31
WELL011L-RES2,6/30/1988,132.09,0,213.86,,30
WELL011L-RES2,7/31/1988,56.61,35315,157.25,,31
WELL011L-RES2,8/31/1988,6264.84,670985,15699.84,,31
WELL011L-RES2,9/30/1988,7453.65,918190,23354.77,,30
WELL011L-RES2,10/31/1988,6749.17,988820,7736.7,,31
WELL011L-RES2,11/30/1988,8906.64,882875,10932.02,,30
WELL011L-RES2,12/31/1988,9045.01991,1624490,20178.32,,31
WELL011L-RES2,1/31/1989,13988.96,3460870,21436.32,,31
WELL011L-RES2,2/28/1989,9699.18,1236025,16171.59,,28
WELL011L-RES2,3/31/1989,7069.96,2118900,21543.25,,31
WELL011L-RES2,4/30/1989,5900.01991,2577995,23719.59,,30
WELL011S-RES4,4/30/1986,7233.5,670985,44.03,,30
WELL011S-RES4,5/31/1986,17895.05,1412600,100.64,,31
WELL011S-RES4,6/30/1986,16052.08,2260160,7686.38,,30
WELL011S-RES4,7/31/1986,10730.74,1589175,9365.81,,31
WELL011S-RES4,8/31/1986,8806,847560,15523.72,,31
WELL011S-RES4,9/30/1986,7038.51,635670,17693.77,,30
WELL011S-RES4,10/31/1986,7422.2,1801065,21606.15,,31
WELL011S-RES4,11/30/1986,6604.5,918190,12164.86,,30
WELL011S-RES4,12/31/1986,4182.85,494410,22530.78,,31
WELL011S-RES4,1/31/1987,2698.41,423780,12441.62,,31
WELL011S-RES4,2/28/1987,5000.55,317835,11611.34,,28
WELL011S-RES4,3/31/1987,5717.61,953505,10284.15,,31
WELL011S-RES4,4/30/1987,3365.15,105945,6095.01,,30
WELL011S-RES4,5/31/1987,2534.87,247205,5849.7,,31
WELL011S-RES4,6/30/1987,4780.4,141260,9145.66,,30
WELL011S-RES4,7/31/1987,6717.71991,247205,13850.58,,31
WELL011S-RES4,8/31/1987,4138.81991,565040,15473.4,,31
WELL011S-RES4,9/30/1987,3610.46,459095,12982.56,,30
WELL011S-RES4,10/31/1987,3006.61991,494410,10353.34,,31
WELL011S-RES4,11/30/1987,0,0,0,,30
WELL011S-RES4,12/31/1987,0,0,0,,31
WELL011S-RES4,1/31/1988,805.11991,247205,1924.74,,31
WELL011S-RES4,2/29/1988,2578.9,882875,12372.43,,29
WELL011S-RES4,3/31/1988,5730.19,494410,13039.17,,31
WELL011S-RES4,4/30/1988,5623.26,423780,14165.08,,30
WELL011S-RES4,5/31/1988,4962.81,918190,12278.08,,31
WELL011S-RES4,6/30/1988,5440.85,670985,9013.57,,30
WELL011S-RES4,7/31/1988,4610.57,1801065,15221.8,,31
WELL011S-RES4,8/31/1988,5006.84,1553860,19649.96,,31
WELL011S-RES4,9/30/1988,4736.37,918190,21511.8,,30
WELL011S-RES4,10/31/1988,6346.61,1059450,18687.59,,31
WELL011S-RES4,11/30/1988,6245.97,1059450,23266.71,,30
WELL011S-RES4,12/31/1988,3654.49,1130080,18737.91,,31
WELL011S-RES4,1/31/1989,6214.52,2048270,24524.71,,31
WELL011S-RES4,2/28/1989,5164.09,1236025,18700.17,,28
WELL011S-RES4,3/31/1989,4308.65,2154215,20499.11,,31
WELL011S-RES4,4/30/1989,5623.26,2012955,17656.03,,30
WELL012T-RES4,6/30/1987,6145.33,211890,566.1,,30
WELL012T-RES4,7/31/1987,20115.42,776930,88.06,,31
WELL012T-RES4,8/31/1987,19499,2719255,106.93,,31
WELL012T-RES4,9/30/1987,15875.96,2083585,270.47,,30
WELL012T-RES4,10/31/1987,17328.95,2683940,591.26,,31
WELL012T-RES4,11/30/1987,20574.59,2295475,1698.3,,30
WELL012T-RES4,12/31/1987,18901.45,1271340,3459.5,,31
WELL012T-RES4,1/31/1988,5145.21991,1871695,106.93,,31
WELL012T-RES4,2/29/1988,7441.07,2966460,314.5,,29
WELL012T-RES4,3/31/1988,15699.84,1341970,5352.79,,31
WELL012T-RES4,4/30/1988,18064.88,1447915,6277.42,,30
WELL012T-RES4,5/31/1988,18656.14,2189530,3855.77,,31
WELL012T-RES4,6/30/1988,17133.96,1306655,4170.27,,30
WELL012T-RES4,7/31/1988,14108.47,1024135,5132.64,,31
WELL012T-RES4,8/31/1988,25386.44,1271340,6069.85,,31
WELL012T-RES4,9/30/1988,893.18,2154215,4855.88,,30
WELL012T-RES4,10/31/1988,8761.97,741615,4943.94,,31
WELL012T-RES4,11/30/1988,12447.91,1836380,6434.67,,30
WELL012T-RES4,12/31/1988,13190.13,1518545,7019.64,,31
WELL012T-RES4,1/31/1989,7969.43,1447915,4673.47,,31
WELL012T-RES4,2/28/1989,7447.36,1165395,5780.51,,28
