DRAINAGE POINT,Date,MonthlyOil (bbl),MonthlyGAS (scf),MonthlyWATER (bbl),CONDENSATE (M3),PROD_DAYS
WELL004L-RES6,12/31/1979,14894.71991,2154215,1679.43,,31
WELL004L-RES6,1/31/1980,13366.25,1907010,2037.96,,31
WELL004L-RES6,2/29/1980,10391.08,1518545,1685.72,,29
WELL004L-RES6,3/31/1980,10988.63,1589175,2151.18,,31
WELL004L-RES6,4/30/1980,11472.96,1236025,2899.69,,30
WELL004L-RES6,5/31/1980,5918.89,529725,1232.84,,31
WELL004L-RES6,6/30/1980,22794.96,2330790,4648.31,,30
WELL004L-RES6,7/31/1980,18190.68,2154215,3880.93,,31
WELL004L-RES6,8/31/1980,15574.04,1730435,4855.88,,31
WELL004L-RES6,9/30/1980,16341.41991,1624490,4252.04,,30
WELL004L-RES6,10/31/1980,19826.08,1765750,6088.72,,31
WELL004L-RES6,11/30/1980,15391.63,1624490,6327.74,,30
WELL004L-RES6,12/31/1980,15951.44,953505,5698.74,,31
WELL004L-RES6,1/31/1981,15964.01991,1659805,4962.81,,31
WELL004L-RES6,2/28/1981,8063.78,953505,3145,,28
WELL004L-RES6,3/31/1981,10057.71,1094765,3233.06,,31
WELL004L-RES6,4/30/1981,9416.13,1024135,3981.57,,30
WELL004L-RES6,5/31/1981,11422.64,1165395,5390.53,,31
WELL004L-RES6,6/30/1981,15234.38,1200710,7390.75,,30
WELL004L-RES6,7/31/1981,12907.08,776930,2503.42,,31
WELL004L-RES6,8/31/1981,19039.83,1483230,6252.26,,31
WELL004L-RES6,9/30/1981,20725.55,1624490,7849.91991,,30
WELL004L-RES6,10/31/1981,10422.53,776930,3604.17,,31
WELL004L-RES6,11/30/1981,13435.44,600355,2302.14,,30
WELL004L-RES6,12/31/1981,17278.63,1094765,5893.73,,31
WELL004L-RES6,1/31/1982,9340.65,1271340,3365.15,,31
WELL004L-RES6,2/28/1982,3780.29,494410,981.24,,28
WELL004L-RES6,3/31/1982,11416.35,1236025,4421.87,,31
WELL004L-RES6,4/30/1982,6805.78,847560,3044.36,,30
WELL004L-RES6,5/31/1982,8221.03,776930,3830.61,,31
WELL004L-RES6,6/30/1982,3346.28,565040,1528.47,,30
WELL004L-RES6,7/31/1982,7742.99,918190,2931.14,,31
WELL004L-RES6,8/31/1982,5736.48,847560,2950.01,,31
WELL004L-RES6,9/30/1982,6849.81,812245,3704.81,,30
WELL004L-RES6,10/31/1982,7302.69,1059450,5189.25,,31
WELL004L-RES6,11/30/1982,4025.6,847560,4000.44,,30
WELL004L-RES6,12/31/1982,8799.71,776930,3465.79,,31
WELL004L-RES6,1/31/1983,15674.68,918190,9925.62,,31
WELL004L-RES6,2/28/1983,6440.96,988820,4874.75,,28
WELL004L-RES6,3/31/1983,6654.81991,988820,4610.57,,31
WELL004L-RES6,4/30/1983,7095.11991,1130080,5598.1,,30
WELL004L-RES6,5/31/1983,9428.71,1412600,4132.53,,31
WELL004L-RES6,6/30/1983,7925.4,1306655,3981.57,,30
WELL004L-RES6,7/31/1983,6522.73,2189530,4956.51991,,31
WELL004L-RES6,8/31/1983,11309.42,1695120,9214.85,,31
WELL004L-RES6,9/30/1983,12208.89,1059450,16159.01,,30
WELL004L-RES6,10/31/1983,9277.75,1341970,3616.75,,31
WELL004L-RES6,11/30/1983,13064.33,1907010,8529.24,,30
WELL004L-RES6,12/31/1983,11133.3,1695120,9818.69,,31
WELL004L-RES6,1/31/1984,8982.11991,1483230,11856.65,,31
WELL004L-RES6,2/29/1984,6730.3,988820,8120.39,,29
WELL004L-RES6,3/31/1984,5956.63,882875,5749.06,,31
WELL004L-RES6,4/30/1984,9573.38,1447915,7893.95,,30
WELL004L-RES6,5/31/1984,7548,1165395,9214.85,,31
WELL004L-RES6,6/30/1984,6862.39,1094765,7799.6,,30
WELL004L-RES6,7/31/1984,9887.88,1518545,17511.36,,31
WELL004L-RES6,8/31/1984,11573.6,1765750,14196.53,,31
WELL004L-RES6,9/30/1984,13605.27,2683940,11177.33,,30
WELL004L-RES6,10/31/1984,13416.57,4555635,12699.51,,31
WELL004L-RES6,11/30/1984,4566.54,4379060,5868.57,,30
WELL004L-RES6,12/31/1984,11114.43,3425555,6679.98,,31
WELL004L-RES6,1/31/1985,12598.87,1377285,11397.48,,31
WELL004L-RES6,2/28/1985,6919,776930,6290,,28
WELL004L-RES6,3/31/1985,4289.78,1094765,4057.05,,31
WELL004L-RES6,4/30/1985,7359.3,1059450,6661.11,,30
WELL004L-RES6,5/31/1985,3924.96,529725,3755.13,,31
WELL004L-RES6,6/30/1985,3729.97,353150,1868.13,,30
WELL004L-RES6,7/31/1985,5698.74,1059450,2610.35,,31
WELL004L-RES6,8/31/1985,9768.37,1553860,4585.41,,31
WELL004L-RES6,9/30/1985,4308.65,1059450,3459.5,,30
WELL004L-RES6,10/31/1985,3774,1200710,3082.1,,31
WELL004L-RES6,11/30/1985,4717.5,3319610,956.08,,30
WELL004L-RES6,12/31/1985,2805.34,3990595,264.18,,31
WELL004L-RES6,1/31/1986,2352.46,670985,213.86,,31
WELL004L-RES6,2/28/1986,912.05,211890,339.66,,28
WELL004L-RES6,3/31/1986,100.64,0,157.25,,31
WELL004L-RES6,4/30/1986,0,0,0,,30
WELL004L-RES6,5/31/1986,0,0,0,,31
WELL004L-RES6,6/30/1986,0,0,0,,30
WELL004L-RES6,7/31/1986,0,0,0,,31
WELL004L-RES6,8/31/1986,3660.78,1624490,264.18,,31
WELL004L-RES6,9/30/1986,1258,141260,31.45,,30
WELL004L-RES6,10/31/1986,0,0,0,,31
WELL004L-RES6,11/30/1986,0,0,0,,30
WELL004L-RES6,12/31/1986,0,0,0,,31
WELL004L-RES6,1/31/1987,0,0,0,,31
WELL004L-RES6,2/28/1987,0,0,0,,28
WELL004L-RES6,3/31/1987,0,0,0,,31
WELL004L-RES6,4/30/1987,0,0,0,,30
WELL004L-RES6,5/31/1987,0,0,0,,31
WELL004L-RES6,6/30/1987,0,0,0,,30
WELL004L-RES6,7/31/1987,0,0,0,,31
WELL004L-RES6,8/31/1987,0,0,0,,31
WELL004L-RES6,9/30/1987,0,0,0,,30
WELL004S-RES5,11/30/1973,27713.74,1306655,37.74,,30
WELL004S-RES5,12/31/1973,22360.95,1094765,0,,31
WELL004S-RES5,1/31/1974,24342.3,1412600,6.29,,31
WELL004S-RES5,2/28/1974,22430.14,1977640,150.96,,28
WELL004S-RES5,3/31/1974,23524.6,2048270,1534.76,,31
WELL004S-RES5,4/30/1974,21077.79,1836380,4484.77,,30
WELL004S-RES5,5/31/1974,17498.78,1553860,5252.15,,31
WELL004S-RES5,6/30/1974,14617.96,1271340,6591.92,,30
WELL004S-RES5,7/31/1974,14542.48,1059450,6390.64,,31
WELL004S-RES5,8/31/1974,12957.4,1094765,6673.69,,31
WELL004S-RES5,9/30/1974,11938.42,988820,6113.88,,30
WELL004S-RES5,10/31/1974,11800.04,988820,5447.14,,31
WELL004S-RES5,11/30/1974,11051.53,953505,6132.75,,30
WELL004S-RES5,12/31/1974,9906.75,1271340,5868.57,,31
WELL004S-RES5,1/31/1975,9435,459095,5742.77,,31
WELL004S-RES5,2/28/1975,8151.84,706300,4792.98,,28
WELL004S-RES5,3/31/1975,9013.57,741615,5352.79,,31
WELL004S-RES5,4/30/1975,8554.4,741615,5403.11,,30
WELL004S-RES5,5/31/1975,8013.46,670985,5377.95,,31
WELL004S-RES5,6/30/1975,7598.31991,706300,5723.9,,30
WELL004S-RES5,7/31/1975,6849.81,635670,5226.99,,31
WELL004S-RES5,8/31/1975,6963.03,600355,5824.54,,31
WELL004S-RES5,9/30/1975,5000.55,141260,4654.6,,30
WELL004S-RES5,10/31/1975,5182.96,105945,5692.45,,31
WELL004S-RES5,11/30/1975,2302.14,211890,1591.37,,30
WELL004S-RES5,12/31/1975,5918.89,494410,3704.81,,31
WELL004S-RES5,1/31/1976,7466.23,635670,5604.39,,31
WELL004S-RES5,2/29/1976,7629.77,635670,4478.48,,29
WELL004S-RES5,3/31/1976,6315.16,529725,4264.61991,,31
WELL004S-RES5,4/30/1976,5742.77,494410,4346.39,,30
WELL004S-RES5,5/31/1976,6390.64,529725,4434.45,,31
WELL004S-RES5,6/30/1976,6547.89,600355,4648.31,,30
WELL004S-RES5,7/31/1976,8371.99,670985,4132.53,,31
WELL004S-RES5,8/31/1976,7604.61,706300,4245.75,,31
WELL004S-RES5,9/30/1976,6591.91991,670985,3572.71991,,30
WELL004S-RES5,10/31/1976,5786.8,494410,3604.17,,31
WELL004S-RES5,11/30/1976,4119.95,423780,4264.61991,,30
WELL004S-RES5,12/31/1976,4906.1991,388465,5799.38,,31
WELL004S-RES5,1/31/1977,8472.63,847560,7818.47,,31
WELL004S-RES5,2/28/1977,7698.96,600355,7598.31991,,28
WELL004S-RES5,3/31/1977,9038.73,1024135,6466.11991,,31
WELL004S-RES5,4/30/1977,11906.97,953505,6560.47,,30
WELL004S-RES5,5/31/1977,8692.78,776930,6654.81991,,31
WELL004S-RES5,6/30/1977,9158.24,847560,7308.98,,30
WELL004S-RES5,7/31/1977,8252.48,776930,8239.9,,31
WELL004S-RES5,8/31/1977,8088.94,776930,7573.16,,31
WELL004S-RES5,9/30/1977,6510.15,741615,6063.56,,30
WELL004S-RES5,10/31/1977,6113.88,706300,7711.54,,31
WELL004S-RES5,11/30/1977,6755.46,706300,7095.12,,30
WELL004S-RES5,12/31/1977,7233.5,776930,9548.21991,,31
WELL004S-RES5,1/31/1978,7202.05,670985,10321.89,,31
WELL004S-RES5,2/28/1978,5604.39,565040,9447.58,,28
WELL004S-RES5,3/31/1978,4157.69,459095,7264.95,,31
WELL004S-RES5,4/30/1978,9831.27,388465,169.83,,30
WELL004S-RES5,5/31/1978,1364.93,776930,9095.34,,31
WELL004S-RES5,6/30/1978,7390.75,635670,8554.4,,30
WELL004S-RES5,7/31/1978,8177,918190,2509.71,,31
WELL004S-RES5,8/31/1978,6503.86,706300,9359.52,,31
WELL004S-RES5,9/30/1978,6245.97,565040,4333.81,,30
WELL004S-RES5,10/31/1978,6396.93,600355,11108.14,,31
WELL004S-RES5,11/30/1978,6642.24,529725,8013.46,,30
WELL004S-RES5,12/31/1978,3497.24,423780,5258.44,,31
WELL004S-RES5,1/31/1979,6950.45,565040,10453.98,,31
WELL004S-RES5,2/28/1979,6403.22,494410,9472.74,,28
WELL004S-RES5,3/31/1979,5648.41991,494410,9189.69,,31
WELL004S-RES5,4/30/1979,6711.43,600355,8736.81,,30
WELL004S-RES5,5/31/1979,6170.49,529725,8529.24,,31
WELL004S-RES5,6/30/1979,5220.7,529725,7485.1,,30
WELL004S-RES5,7/31/1979,4717.5,459095,7195.76,,31
WELL004S-RES5,8/31/1979,3251.93,388465,3560.14,,31
WELL004S-RES5,9/30/1979,2629.21991,211890,3195.31991,,30
WELL004S-RES5,10/31/1979,3056.94,247205,3409.18,,31
WELL004S-RES5,11/30/1979,3453.21,282520,3899.8,,30
WELL004S-RES5,12/31/1979,2773.89,211890,3497.24,,31
WELL004S-RES5,1/31/1980,2251.81991,211890,2427.94,,31
WELL004S-RES5,2/29/1980,2050.54,176575,2195.21,,29
WELL004S-RES5,3/31/1980,3818.03,353150,3528.69,,31
WELL004S-RES5,4/30/1980,1346.06,105945,1289.45,,30
WELL004S-RES5,5/31/1980,0,0,0,,31
WELL004S-RES5,6/30/1980,0,0,0,,30
WELL004S-RES5,7/31/1980,0,0,0,,31
WELL004S-RES5,8/31/1980,0,0,0,,31
WELL004S-RES5,9/30/1980,0,0,0,,30
WELL004S-RES5,10/31/1980,0,0,0,,31
WELL004S-RES5,11/30/1980,0,0,0,,30
WELL004S-RES5,12/31/1980,0,0,0,,31
WELL004S-RES5,1/31/1981,0,0,0,,31
WELL004S-RES5,2/28/1981,0,0,0,,28
WELL004S-RES5,3/31/1981,0,0,0,,31
WELL004S-RES5,4/30/1981,0,0,0,,30
WELL004S-RES5,5/31/1981,0,0,0,,31
WELL004S-RES5,6/30/1981,0,0,0,,30
WELL004S-RES5,7/31/1981,0,0,0,,31
WELL004S-RES5,8/31/1981,0,0,0,,31
WELL004S-RES5,9/30/1981,0,0,0,,30
WELL004S-RES5,10/31/1981,0,0,0,,31
WELL004S-RES5,11/30/1981,0,0,0,,30
WELL004S-RES5,12/31/1981,0,0,0,,31
WELL004S-RES5,1/31/1982,0,0,0,,31
WELL004S-RES5,2/28/1982,0,0,0,,28
WELL004S-RES5,3/31/1982,0,0,0,,31
WELL004S-RES5,4/30/1982,0,0,0,,30
WELL004S-RES5,5/31/1982,0,0,0,,31
WELL004S-RES5,6/30/1982,0,0,0,,30
WELL004S-RES5,7/31/1982,0,0,0,,31
WELL004S-RES5,8/31/1982,0,0,0,,31
WELL004S-RES5,9/30/1982,0,0,0,,30
WELL004S-RES5,10/31/1982,0,0,0,,31
WELL004S-RES5,11/30/1982,0,0,0,,30
WELL004S-RES5,12/31/1982,0,0,0,,31
WELL004S-RES5,1/31/1983,0,0,0,,31
WELL004S-RES5,2/28/1983,0,0,0,,28
WELL004S-RES5,3/31/1983,0,0,0,,31
WELL004S-RES5,4/30/1983,0,0,0,,30
WELL004S-RES5,5/31/1983,0,0,0,,31
WELL004S-RES5,6/30/1983,0,0,0,,30
WELL005L-RES2,10/31/1977,4623.15,600355,289.34,,31
WELL005L-RES2,11/30/1977,7585.74,953505,408.85,,30
WELL005L-RES2,12/31/1977,11957.29,1377285,113.22,,31
WELL005L-RES2,1/31/1978,15177.77,1695120,31.45,,31
WELL005L-RES2,2/28/1978,6113.88,741615,1968.77,,28
WELL005L-RES2,3/31/1978,18505.18,2118900,239.02,,31
WELL005L-RES2,4/30/1978,10095.45,1200710,8925.51,,30
WELL005L-RES2,5/31/1978,9730.63,1130080,4176.56,,31
WELL005L-RES2,6/30/1978,9189.69,1024135,3774,,30
WELL005L-RES2,7/31/1978,13227.87,953505,471.75,,31
WELL005L-RES2,8/31/1978,3604.17,1059450,1421.54,,31
WELL005L-RES2,9/30/1978,9063.89,918190,4151.4,,30
WELL005L-RES2,10/31/1978,7459.94,776930,6239.68,,31
WELL005L-RES2,11/30/1978,7434.78,706300,6384.35,,30
WELL005L-RES2,12/31/1978,5082.32,670985,3711.1,,31
WELL005L-RES2,1/31/1979,5925.18,529725,4742.66,,31
WELL005L-RES2,2/28/1979,3201.61,317835,1402.67,,28
WELL005L-RES2,3/31/1979,8183.29,776930,1232.84,,31
WELL005L-RES2,4/30/1979,5126.35,494410,1094.46,,30
WELL005L-RES2,5/31/1979,7459.94,741615,2446.81,,31
WELL005L-RES2,6/30/1979,4868.46,529725,1773.78,,30
WELL005L-RES2,7/31/1979,3660.78,423780,1232.84,,31
WELL005L-RES2,8/31/1979,4201.72,494410,1188.81,,31
WELL005L-RES2,9/30/1979,6629.66,635670,1817.81,,30
WELL005L-RES2,10/31/1979,7397.04,670985,5673.58,,31
WELL005L-RES2,11/30/1979,6145.33,565040,4497.35,,30
WELL005L-RES2,12/31/1979,3862.06,353150,2302.14,,31
WELL005L-RES2,1/31/1980,3239.35,317835,1138.49,,31
WELL005L-RES2,2/29/1980,2849.37,282520,641.58,,29
WELL005L-RES2,3/31/1980,4107.37,388465,673.03,,31
WELL005L-RES2,4/30/1980,6201.94,529725,452.88,,30
WELL005L-RES2,5/31/1980,12284.37,882875,974.95,,31
WELL005L-RES2,6/30/1980,6610.79,565040,4994.26,,30
WELL005L-RES2,7/31/1980,4604.28,423780,5805.67,,31
WELL005L-RES2,8/31/1980,7208.34,635670,14240.56,,31
WELL005L-RES2,9/30/1980,3660.78,317835,635.29,,30
WELL005L-RES2,10/31/1980,6793.1991,459095,1943.61,,31
WELL005L-RES2,11/30/1980,4094.79,317835,1188.81,,30
WELL005L-RES2,12/31/1980,4082.21,211890,1239.13,,31
WELL005L-RES2,1/31/1981,7107.7,600355,2446.81,,31
WELL005L-RES2,2/28/1981,15020.52,1377285,10504.3,,28
WELL005L-RES2,3/31/1981,17259.76,5756345,13403.99,,31
WELL005L-RES2,4/30/1981,18077.46,7804615,12548.55,,30
WELL005L-RES2,5/31/1981,14102.18,1130080,15888.54,,31
WELL005L-RES2,6/30/1981,3868.35,741615,4157.69,,30
WELL005L-RES2,7/31/1981,81.77,0,0,,31
WELL005L-RES2,8/31/1981,0,0,0,,31
WELL005L-RES2,9/30/1981,0,0,0,,30
WELL005L-RES2,10/31/1981,0,0,0,,31
WELL005L-RES2,11/30/1981,0,0,0,,30
WELL005L-RES2,12/31/1981,0,0,0,,31
WELL005L-RES2,1/31/1982,0,0,0,,31
WELL005L-RES2,2/28/1982,1056.72,70630,125.8,,28
WELL005L-RES2,3/31/1982,8126.68,670985,1553.63,,31
WELL005L-RES2,4/30/1982,6302.58,670985,7302.69,,30
WELL005L-RES2,5/31/1982,6220.81,565040,12171.15,,31
WELL005L-RES2,6/30/1982,5390.53,529725,5258.44,,30
WELL005L-RES2,7/31/1982,8887.77,882875,5667.29,,31
WELL005L-RES2,8/31/1982,5887.44,635670,4013.01991,,31
WELL005L-RES2,9/30/1982,5881.15,2012955,5258.44,,30
WELL005L-RES2,10/31/1982,4843.3,1801065,6510.15,,31
WELL005L-RES2,11/30/1982,6000.66,388465,1333.48,,30
WELL005L-RES2,12/31/1982,5711.31991,423780,786.25,,31
WELL005L-RES2,1/31/1983,6925.29,494410,1207.68,,31
WELL005L-RES2,2/28/1983,8208.45,529725,1924.74,,28
WELL005L-RES2,3/31/1983,11535.86,918190,4226.88,,31
WELL005L-RES2,4/30/1983,9026.15,670985,5975.5,,30
WELL005L-RES2,5/31/1983,8076.36,600355,7472.51991,,31
WELL005L-RES2,6/30/1983,6610.79,459095,8321.67,,30
WELL005L-RES2,7/31/1983,7403.33,494410,6025.81991,,31
WELL005L-RES2,8/31/1983,4780.4,247205,5491.17,,31
WELL005L-RES2,9/30/1983,6434.67,282520,6189.36,,30
WELL005L-RES2,10/31/1983,0,0,0,,31
WELL005L-RES2,11/30/1983,4591.7,317835,4396.71,,30
WELL005L-RES2,12/31/1983,11013.79,847560,10447.69,,31
WELL005L-RES2,1/31/1984,16398.03,1236025,36437.97,,31
WELL005L-RES2,2/29/1984,11913.26,847560,38457.06,,29
WELL005L-RES2,3/31/1984,9384.68,706300,54288.99,,31
WELL005L-RES2,4/30/1984,6554.18,494410,52188.13,,30
WELL005L-RES2,5/31/1984,22908.18,776930,55012.34,,31
WELL005L-RES2,6/30/1984,283.05,988820,41979.46,,30
WELL005L-RES2,7/31/1984,12070.51,953505,49238.11991,,31
WELL005L-RES2,8/31/1984,2981.46,211890,12655.48,,31
WELL005L-RES2,9/30/1984,2641.8,282520,5849.7,,30
WELL005L-RES2,10/31/1984,16523.83,1447915,32796.06,,31
WELL005L-RES2,11/30/1984,15102.29,1024135,32745.74,,30
WELL005L-RES2,12/31/1984,16957.84,1518545,34261.63,,31
WELL005L-RES2,1/31/1985,26248.17,706300,33934.55,,31
WELL005L-RES2,2/28/1985,3145,882875,37740,,28
WELL005L-RES2,3/31/1985,9114.21,1094765,23109.46,,31
WELL005L-RES2,4/30/1985,17567.97,2472050,35978.8,,30
WELL005L-RES2,5/31/1985,10919.44,706300,32783.48,,31
WELL005L-RES2,6/30/1985,17737.8,847560,35702.04,,30
WELL005L-RES2,7/31/1985,12781.28,1165395,29896.37,,31
WELL005L-RES2,8/31/1985,19039.83,1377285,30594.56,,31
WELL005L-RES2,9/30/1985,20159.45,2295475,24820.34,,30
WELL005L-RES2,10/31/1985,26097.21,3919965,28210.65,,31
WELL005L-RES2,11/30/1985,26455.74,8369655,22291.76,,30
WELL005L-RES2,12/31/1985,33582.31,4520320,20052.51991,,31
WELL005L-RES2,1/31/1986,26965.23,3178350,29619.61,,31
WELL005L-RES2,2/28/1986,10787.35,918190,34129.54,,28
WELL005L-RES2,3/31/1986,0,0,0,,31
WELL005L-RES2,4/30/1986,15064.55,988820,62107.46,,30
WELL005L-RES2,5/31/1986,5497.46,459095,36664.41,,31
WELL005L-RES2,6/30/1986,6170.49,847560,46514.55,,30
WELL005L-RES2,7/31/1986,10743.32,1624490,83839.41,,31
WELL005L-RES2,8/31/1986,10485.43,1024135,72938.84,,31
WELL005L-RES2,9/30/1986,1534.76,105945,18052.3,,30
WELL005L-RES2,10/31/1986,0,0,0,,31
WELL005L-RES2,11/30/1986,0,0,0,,30
WELL005L-RES2,12/31/1986,0,0,0,,31
WELL005L-RES2,1/31/1987,20367.02,2860515,112226.18,,31
WELL005L-RES2,2/28/1987,893.18,70630,9560.8,,28
WELL005L-RES2,3/31/1987,8774.55,1130080,70831.69,,31
WELL005L-RES2,4/30/1987,1949.9,105945,27814.38,,30
WELL005L-RES2,5/31/1987,2522.29,211890,38526.25,,31
WELL005L-RES2,6/30/1987,4837.01,176575,54062.55,,30
WELL005L-RES2,7/31/1987,8309.09,353150,60157.56,,31
WELL005L-RES2,8/31/1987,4799.27,670985,78417.43,,31
WELL005L-RES2,9/30/1987,4931.36,635670,65875.17,,30
WELL005L-RES2,10/31/1987,8837.45,1377285,63786.89,,31
WELL005L-RES2,11/30/1987,8730.51991,953505,59415.34,,30
WELL005L-RES2,12/31/1987,11101.85,741615,59339.86,,31
WELL005L-RES2,1/31/1988,1786.36,529725,9667.73,,31
WELL005L-RES2,2/29/1988,2635.51,918190,28632.08,,29
WELL005L-RES2,3/31/1988,2616.64,211890,24059.25,,31
WELL005L-RES2,4/30/1988,7956.85,635670,80046.54,,30
WELL005L-RES2,5/31/1988,8120.39,1377285,70768.79,,31
WELL005L-RES2,6/30/1988,4522.51,3496185,37519.85,,30
WELL005L-RES2,7/31/1988,4975.39,1024135,47187.58,,31
WELL005L-RES2,8/31/1988,5786.8,423780,64233.48,,31
WELL005L-RES2,9/30/1988,4145.11,565040,70787.66,,30
WELL005L-RES2,10/31/1988,2132.31,70630,43124.24,,31
WELL005L-RES2,11/30/1988,2849.37,2224845,58415.23,,30
WELL005L-RES2,12/31/1988,3245.64,1483230,48653.15,,31
WELL005L-RES2,1/31/1989,1868.13,847560,44375.95,,31
WELL005L-RES2,2/28/1989,2188.91991,1483230,43300.36,,28
WELL005L-RES2,3/31/1989,3283.38,2507365,50754.01,,31
WELL005L-RES2,4/30/1989,6635.95,2295475,50043.24,,30
WELL005S-RES4,10/31/1977,3906.09,529725,12.58,,31
WELL005S-RES4,11/30/1977,6359.19,776930,0,,30
WELL005S-RES4,12/31/1977,7195.76,847560,25.16,,31
WELL005S-RES4,1/31/1978,7554.29,1130080,18.87,,31
WELL005S-RES4,2/28/1978,6560.47,741615,0,,28
WELL005S-RES4,3/31/1978,6780.62,812245,6.29,,31
WELL005S-RES4,4/30/1978,6352.9,776930,6.29,,30
WELL005S-RES4,5/31/1978,7082.54,812245,6.29,,31
WELL005S-RES4,6/30/1978,7535.42,70630,0,,30
WELL005S-RES4,7/31/1978,6428.38,1518545,25.16,,31
WELL005S-RES4,8/31/1978,6956.74,847560,188.7,,31
WELL005S-RES4,9/30/1978,7585.74,776930,50.32,,30
WELL005S-RES4,10/31/1978,7604.61,776930,6.29,,31
WELL005S-RES4,11/30/1978,8221.03,776930,0,,30
WELL005S-RES4,12/31/1978,5956.63,741615,0,,31
WELL005S-RES4,1/31/1979,16869.78,1836380,138.38,,31
WELL005S-RES4,2/28/1979,17184.28,1659805,18.87,,28
WELL005S-RES4,3/31/1979,18800.81,1765750,144.67,,31
WELL005S-RES4,4/30/1979,17781.83,1801065,37.74,,30
WELL005S-RES4,5/31/1979,15127.45,1483230,31.45,,31
WELL005S-RES4,6/30/1979,16467.22,1801065,18.87,,30
WELL005S-RES4,7/31/1979,15926.28,1836380,18.87,,31
WELL005S-RES4,8/31/1979,16033.21,1801065,50.32,,31
WELL005S-RES4,9/30/1979,17115.09,1695120,18.87,,30
WELL005S-RES4,10/31/1979,15448.24,1553860,25.16,,31
WELL005S-RES4,11/30/1979,15504.85,1094765,12.58,,30
WELL005S-RES4,12/31/1979,17486.2,1624490,50.31991,,31
WELL005S-RES4,1/31/1980,19763.18,1907010,37.74,,31
WELL005S-RES4,2/29/1980,14838.11,1624490,18.87,,29
WELL005S-RES4,3/31/1980,19020.96,1730435,31.45,,31
WELL005S-RES4,4/30/1980,19247.4,1624490,81.77,,30
WELL005S-RES4,5/31/1980,18536.63,1412600,56.61,,31
WELL005S-RES4,6/30/1980,21260.2,1765750,194.99,,30
WELL005S-RES4,7/31/1980,24430.36,2224845,364.82,,31
WELL005S-RES4,8/31/1980,16052.08,1271340,239.02,,31
WELL005S-RES4,9/30/1980,4937.65,423780,1949.9,,30
WELL005S-RES4,10/31/1980,3566.43,247205,35934.77,,31
WELL005S-RES4,11/30/1980,1396.38,105945,12045.35,,30
WELL005S-RES4,12/31/1980,2207.79,812245,11183.62,,31
WELL005S-RES4,1/31/1981,3534.98,282520,14190.24,,31
WELL005S-RES4,2/28/1981,1924.74,176575,11259.1,,28
WELL005S-RES4,3/31/1981,3616.75,8087135,23241.55,,31
WELL005S-RES4,4/30/1981,3182.74,6992370,26185.27,,30
WELL005S-RES4,5/31/1981,150.96,247205,1188.81,,31
WELL005S-RES4,6/30/1981,0,0,0,,30
WELL005S-RES4,7/31/1981,0,0,0,,31
WELL005S-RES4,8/31/1981,0,0,0,,31
WELL005S-RES4,9/30/1981,0,0,0,,30
WELL005S-RES4,10/31/1981,0,0,0,,31
WELL005S-RES4,11/30/1981,0,0,0,,30
WELL005S-RES4,12/31/1981,0,0,0,,31
WELL005S-RES4,1/31/1982,0,0,0,,31
WELL005S-RES4,2/28/1982,314.5,0,1352.35,,28
WELL005S-RES4,3/31/1982,5912.6,494410,5937.76,,31
WELL005S-RES4,4/30/1982,10604.94,1130080,1220.26,,30
WELL005S-RES4,5/31/1982,15058.26,1377285,2799.05,,31
WELL005S-RES4,6/30/1982,8931.8,1024135,1603.95,,30
WELL005S-RES4,7/31/1982,14353.78,1412600,2339.88,,31
WELL005S-RES4,8/31/1982,16058.37,1236025,2931.14,,31
WELL005S-RES4,9/30/1982,10529.46,1518545,2484.55,,30
WELL005S-RES4,10/31/1982,13498.34,1942325,4635.73,,31
WELL005S-RES4,11/30/1982,0,0,0,,30
WELL005S-RES4,12/31/1982,0,0,0,,31
WELL005S-RES4,1/31/1983,0,0,0,,31
WELL005S-RES4,2/28/1983,0,0,0,,28
WELL005S-RES4,3/31/1983,3862.06,353150,440.3,,31
WELL005S-RES4,4/30/1983,9585.96,812245,1987.64,,30
WELL005S-RES4,5/31/1983,10032.55,847560,1371.22,,31
WELL005S-RES4,6/30/1983,4006.73,317835,377.4,,30
WELL005S-RES4,7/31/1983,7271.24,600355,5145.21991,,31
WELL005S-RES4,8/31/1983,6610.79,494410,4415.58,,31
WELL005S-RES4,9/30/1983,6579.34,317835,4478.48,,30
WELL005S-RES4,10/31/1983,6497.57,529725,3522.4,,31
WELL005S-RES4,11/30/1983,8145.55,706300,5642.13,,30
WELL005S-RES4,12/31/1983,6415.8,529725,4491.06,,31
WELL005S-RES4,1/31/1984,7579.45,670985,36790.21,,31
WELL005S-RES4,2/29/1984,8447.47,706300,39387.98,,29
WELL005S-RES4,3/31/1984,6900.13,565040,37595.33,,31
WELL005S-RES4,4/30/1984,5679.87,494410,36456.84,,30
WELL005S-RES4,5/31/1984,5755.35,494410,39859.73,,31
WELL005S-RES4,6/30/1984,5510.04,494410,34745.96,,30
WELL005S-RES4,7/31/1984,4767.81991,388465,24254.24,,31
WELL005S-RES4,8/31/1984,2232.95,211890,8724.23,,31
WELL005S-RES4,9/30/1984,1497.02,176575,4013.01991,,30
WELL005S-RES4,10/31/1984,8831.16,882875,25971.41,,31
WELL005S-RES4,11/30/1984,8026.04,635670,26109.79,,30
WELL005S-RES4,12/31/1984,11957.29,1236025,21209.88,,31
